time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,surface_pressure,cloud_cover,windspeed_10m,winddirection_10m,shortwave_radiation,direct_radiation,diffuse_radiation,global_tilted_irradiance
2020-11-08 00:00:00,11.9,86,9.6,10.2,0.0,0.0,0.0,1002.2,0,10.8,150,0.0,0.0,0.0,0.0
2020-11-08 01:00:00,12.2,91,10.7,10.8,0.0,0.0,0.0,1002.5,0,11.0,161,0.0,0.0,0.0,0.0
2020-11-08 02:00:00,12.4,93,11.3,11.2,0.0,0.0,0.0,1002.5,0,10.9,172,0.0,0.0,0.0,0.0
2020-11-08 03:00:00,12.4,93,11.3,11.2,0.0,0.0,0.0,1002.7,0,10.8,176,0.0,0.0,0.0,0.0
2020-11-08 04:00:00,12.2,94,11.3,11.1,0.0,0.0,0.0,1003.0,0,10.5,172,0.0,0.0,0.0,0.0
2020-11-08 05:00:00,12.0,94,11.1,11.0,0.0,0.0,0.0,1003.4,0,9.3,164,0.0,0.0,0.0,0.0
2020-11-08 06:00:00,11.8,94,10.9,10.8,0.0,0.0,0.0,1003.7,0,9.0,151,0.0,0.0,0.0,0.0
2020-11-08 07:00:00,11.3,95,10.6,10.1,0.0,0.0,0.0,1004.6,0,9.4,140,0.0,0.0,0.0,0.0
2020-11-08 08:00:00,12.2,95,11.4,11.3,0.0,0.0,0.0,1005.2,0,8.9,140,46.0,29.0,17.0,46.0
2020-11-08 09:00:00,15.5,84,12.9,15.5,0.0,0.0,0.0,1005.9,0,6.3,149,204.0,154.0,50.0,204.0
2020-11-08 10:00:00,18.6,74,13.8,19.0,0.0,0.0,0.0,1006.0,0,5.5,157,363.0,299.0,64.0,363.0
2020-11-08 11:00:00,21.8,60,13.8,22.1,0.0,0.0,0.0,1006.2,0,5.6,153,485.0,414.0,71.0,485.0
2020-11-08 12:00:00,23.7,50,12.7,23.7,0.0,0.0,0.0,1005.5,58,6.4,133,555.0,480.0,75.0,555.0
2020-11-08 13:00:00,24.7,45,11.9,24.3,0.0,0.0,0.0,1004.4,78,7.2,108,567.0,491.0,76.0,567.0
2020-11-08 14:00:00,25.1,42,11.4,24.5,0.0,0.0,0.0,1003.9,72,7.4,104,519.0,442.0,77.0,519.0
2020-11-08 15:00:00,25.0,43,11.5,24.3,0.0,0.0,0.0,1003.5,89,7.8,103,415.0,343.0,72.0,415.0
2020-11-08 16:00:00,23.6,53,13.4,24.0,0.0,0.0,0.0,1003.3,88,5.1,94,255.0,177.0,78.0,255.0
2020-11-08 17:00:00,20.5,63,13.2,20.4,0.0,0.0,0.0,1003.2,84,7.6,87,98.0,57.0,41.0,98.0
2020-11-08 18:00:00,18.2,71,12.8,17.2,0.0,0.0,0.0,1003.4,80,12.4,98,3.0,1.0,2.0,3.0
2020-11-08 19:00:00,17.5,72,12.5,16.4,0.0,0.0,0.0,1003.4,0,12.8,112,0.0,0.0,0.0,0.0
2020-11-08 20:00:00,17.5,72,12.4,16.5,0.0,0.0,0.0,1003.4,0,11.5,129,0.0,0.0,0.0,0.0
