time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,surface_pressure,cloud_cover,windspeed_10m,winddirection_10m,shortwave_radiation,direct_radiation,diffuse_radiation,global_tilted_irradiance
2020-11-08 00:00:00,11.1,77,7.3,9.1,0.0,0.0,0.0,1024.9,0,8.8,235,0.0,0.0,0.0,0.0
2020-11-08 01:00:00,10.9,79,7.4,8.8,0.0,0.0,0.0,1025.0,0,10.2,238,0.0,0.0,0.0,0.0
2020-11-08 02:00:00,10.4,84,7.8,8.8,0.0,0.0,0.0,1025.1,0,6.4,243,0.0,0.0,0.0,0.0
2020-11-08 03:00:00,9.7,88,7.7,8.2,0.0,0.0,0.0,1025.1,0,5.8,248,0.0,0.0,0.0,0.0
2020-11-08 04:00:00,9.2,90,7.6,7.7,0.0,0.0,0.0,1025.2,0,6.0,245,0.0,0.0,0.0,0.0
2020-11-08 05:00:00,9.0,91,7.6,7.7,0.0,0.0,0.0,1025.6,0,5.0,240,0.0,0.0,0.0,0.0
2020-11-08 06:00:00,8.3,93,7.3,6.7,0.0,0.0,0.0,1025.9,0,6.3,246,0.0,0.0,0.0,0.0
2020-11-08 07:00:00,9.6,89,7.8,8.3,0.0,0.0,0.0,1027.0,0,4.8,318,4.0,1.0,3.0,4.0
2020-11-08 08:00:00,10.7,87,8.7,9.7,0.0,0.0,0.0,1027.6,0,4.5,29,104.0,71.0,33.0,104.0
2020-11-08 09:00:00,13.6,76,9.5,13.0,0.0,0.0,0.0,1027.9,0,3.3,6,267.0,212.0,55.0,267.0
2020-11-08 10:00:00,16.3,66,10.0,15.9,0.0,0.0,0.0,1027.9,0,2.6,326,411.0,344.0,67.0,411.0
2020-11-08 11:00:00,18.8,59,10.6,18.6,0.0,0.0,0.0,1027.6,0,2.1,301,510.0,438.0,72.0,510.0
2020-11-08 12:00:00,20.8,52,10.6,20.6,0.0,0.0,0.0,1027.1,0,2.3,288,553.0,479.0,74.0,553.0
2020-11-08 13:00:00,22.0,48,10.4,21.9,0.0,0.0,0.0,1026.7,0,1.8,270,537.0,464.0,73.0,537.0
2020-11-08 14:00:00,22.6,45,10.0,22.2,0.0,0.0,0.0,1026.5,0,2.6,236,463.0,393.0,70.0,463.0
2020-11-08 15:00:00,22.2,49,10.9,21.9,0.0,0.0,0.0,1026.5,0,3.8,229,339.0,276.0,63.0,339.0
2020-11-08 16:00:00,19.8,65,13.1,20.1,0.0,0.0,0.0,1026.5,0,4.7,238,180.0,134.0,46.0,180.0
2020-11-08 17:00:00,16.0,75,11.7,15.3,0.0,0.0,0.0,1026.4,0,8.8,235,33.0,20.0,13.0,33.0
2020-11-08 18:00:00,14.7,80,11.4,13.9,0.0,0.0,0.0,1026.5,0,8.2,229,0.0,0.0,0.0,0.0
2020-11-08 19:00:00,14.2,81,10.9,13.4,0.0,0.0,0.0,1026.8,0,7.0,235,0.0,0.0,0.0,0.0
2020-11-08 20:00:00,13.9,83,11.0,13.1,0.0,0.0,0.0,1026.6,0,7.4,241,0.0,0.0,0.0,0.0
2020-11-08 21:00:00,13.0,86,10.7,12.0,0.0,0.0,0.0,1026.6,0,7.8,236,0.0,0.0,0.0,0.0
2020-11-08 22:00:00,12.5,88,10.5,11.4,0.0,0.0,0.0,1026.9,0,8.3,236,0.0,0.0,0.0,0.0
2020-11-08 23:00:00,12.0,89,10.3,11.0,0.0,0.0,0.0,1026.8,0,7.3,237,0.0,0.0,0.0,0.0
2020-11-09 00:00:00,11.8,89,10.1,10.8,0.0,0.0,0.0,1026.8,25,6.8,238,0.0,0.0,0.0,0.0
2020-11-09 01:00:00,11.3,90,9.8,10.5,0.0,0.0,0.0,1026.4,90,5.6,225,0.0,0.0,0.0,0.0
2020-11-09 02:00:00,9.3,95,8.5,7.5,0.0,0.0,0.0,1026.4,94,9.7,248,0.0,0.0,0.0,0.0
2020-11-09 03:00:00,9.6,95,8.8,8.1,0.0,0.0,0.0,1026.3,52,7.6,270,0.0,0.0,0.0,0.0
2020-11-09 04:00:00,9.6,95,8.9,8.3,0.0,0.0,0.0,1026.3,6,6.9,317,0.0,0.0,0.0,0.0
2020-11-09 05:00:00,10.7,95,9.9,10.0,0.0,0.0,0.0,1026.5,0,4.7,4,0.0,0.0,0.0,0.0
2020-11-09 06:00:00,10.3,96,9.7,9.8,0.0,0.0,0.0,1026.8,0,3.4,58,0.0,0.0,0.0,0.0
2020-11-09 07:00:00,9.8,98,9.6,9.1,0.0,0.0,0.0,1027.2,0,4.4,35,3.0,1.0,2.0,3.0
2020-11-09 08:00:00,11.3,95,10.5,11.1,0.0,0.0,0.0,1027.4,0,2.2,261,98.0,66.0,32.0,98.0
