time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,surface_pressure,cloud_cover,windspeed_10m,winddirection_10m,shortwave_radiation,direct_radiation,diffuse_radiation,global_tilted_irradiance
2020-11-08 00:00:00,10.3,66,4.2,7.8,0.0,0.0,0.0,941.5,0,7.9,164,0.0,0.0,0.0,0.0
2020-11-08 01:00:00,8.6,74,4.3,6.2,0.0,0.0,0.0,941.0,0,7.0,168,0.0,0.0,0.0,0.0
2020-11-08 02:00:00,7.5,79,4.1,4.8,0.0,0.0,0.0,940.8,0,9.1,187,0.0,0.0,0.0,0.0
2020-11-08 03:00:00,6.9,81,3.8,3.9,0.0,0.0,0.0,940.6,0,10.1,207,0.0,0.0,0.0,0.0
2020-11-08 04:00:00,6.4,81,3.4,3.2,0.0,0.0,0.0,940.6,0,11.5,224,0.0,0.0,0.0,0.0
2020-11-08 05:00:00,6.8,78,3.2,3.7,0.0,0.0,0.0,941.1,0,10.7,237,0.0,0.0,0.0,0.0
2020-11-08 06:00:00,6.9,77,3.1,3.7,0.0,0.0,0.0,941.5,0,11.1,257,0.0,0.0,0.0,0.0
2020-11-08 07:00:00,9.7,64,3.1,7.1,0.0,0.0,0.0,943.4,0,6.8,238,0.0,0.0,0.0,0.0
2020-11-08 08:00:00,11.4,66,5.3,9.4,0.0,0.0,0.0,944.4,0,5.7,252,69.0,47.0,22.0,69.0
2020-11-08 09:00:00,14.3,67,8.2,13.3,0.0,0.0,0.0,945.5,0,3.6,276,233.0,184.0,49.0,233.0
2020-11-08 10:00:00,17.6,54,8.3,16.9,0.0,0.0,0.0,946.3,0,2.2,351,387.0,326.0,61.0,387.0
2020-11-08 11:00:00,19.1,46,7.1,17.9,0.0,0.0,0.0,946.7,0,3.3,354,499.0,432.0,67.0,499.0
2020-11-08 12:00:00,19.8,44,7.2,18.8,0.0,0.0,0.0,946.6,0,1.8,349,557.0,488.0,69.0,557.0
2020-11-08 13:00:00,20.2,44,7.6,19.5,0.0,0.0,0.0,946.2,0,0.5,225,555.0,486.0,69.0,555.0
2020-11-08 14:00:00,20.2,45,7.8,19.4,0.0,0.0,0.0,946.0,0,1.4,180,494.0,427.0,67.0,494.0
2020-11-08 15:00:00,19.8,48,8.6,19.2,0.0,0.0,0.0,945.9,0,1.6,153,380.0,319.0,61.0,380.0
2020-11-08 16:00:00,17.6,75,13.1,18.2,0.0,0.0,0.0,945.1,0,2.9,97,226.0,177.0,49.0,226.0
2020-11-08 17:00:00,14.7,77,10.7,13.7,0.0,0.0,0.0,944.3,0,8.1,122,64.0,43.0,21.0,64.0
2020-11-08 18:00:00,13.2,74,8.7,11.5,0.0,0.0,0.0,944.3,0,9.4,148,0.0,0.0,0.0,0.0
2020-11-08 19:00:00,12.7,63,5.8,10.3,0.0,0.0,0.0,944.1,16,8.8,145,0.0,0.0,0.0,0.0
2020-11-08 20:00:00,13.6,59,5.6,10.8,0.0,0.0,0.0,944.2,16,11.9,145,0.0,0.0,0.0,0.0
