time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,surface_pressure,cloud_cover,windspeed_10m,winddirection_10m,shortwave_radiation,direct_radiation,diffuse_radiation,global_tilted_irradiance
2020-11-08 00:00:00,9.1,82,6.1,6.8,0.0,0.0,0.0,987.9,0,9.0,157,0.0,0.0,0.0,0.0
2020-11-08 01:00:00,8.5,83,5.8,6.2,0.0,0.0,0.0,988.0,0,8.6,158,0.0,0.0,0.0,0.0
2020-11-08 02:00:00,8.0,84,5.4,5.8,0.0,0.0,0.0,988.1,0,7.2,153,0.0,0.0,0.0,0.0
2020-11-08 03:00:00,7.5,85,5.1,5.5,0.0,0.0,0.0,988.4,0,5.8,150,0.0,0.0,0.0,0.0
2020-11-08 04:00:00,7.0,86,4.8,5.0,0.0,0.0,0.0,988.5,0,5.4,138,0.0,0.0,0.0,0.0
2020-11-08 05:00:00,6.7,86,4.6,4.4,0.0,0.0,0.0,988.9,0,6.8,148,0.0,0.0,0.0,0.0
2020-11-08 06:00:00,6.5,87,4.5,4.1,0.0,0.0,0.0,989.4,0,7.9,156,0.0,0.0,0.0,0.0
2020-11-08 07:00:00,5.7,87,3.7,3.2,0.0,0.0,0.0,990.1,0,7.3,147,0.0,0.0,0.0,0.0
2020-11-08 08:00:00,6.8,84,4.4,4.3,0.0,0.0,0.0,991.1,0,8.5,144,46.0,29.0,17.0,46.0
2020-11-08 09:00:00,10.9,72,6.1,9.1,0.0,0.0,0.0,992.0,0,5.6,153,196.0,148.0,48.0,196.0
2020-11-08 10:00:00,14.7,61,7.2,13.4,0.0,0.0,0.0,992.5,0,4.2,160,345.0,283.0,62.0,345.0
2020-11-08 11:00:00,17.8,52,7.9,16.7,0.0,0.0,0.0,992.7,0,3.8,163,457.0,387.0,70.0,457.0
2020-11-08 12:00:00,19.9,46,8.1,18.9,0.0,0.0,0.0,992.2,0,4.0,170,519.0,446.0,73.0,519.0
2020-11-08 13:00:00,21.1,42,7.8,19.9,0.0,0.0,0.0,991.7,0,4.7,180,524.0,451.0,73.0,524.0
2020-11-08 14:00:00,21.5,42,8.0,20.3,0.0,0.0,0.0,991.6,0,5.1,184,471.0,400.0,71.0,471.0
2020-11-08 15:00:00,21.2,46,9.2,20.4,0.0,0.0,0.0,991.3,0,4.3,175,365.0,301.0,64.0,365.0
2020-11-08 16:00:00,19.4,64,12.3,19.6,0.0,0.0,0.0,990.9,0,3.9,146,221.0,169.0,52.0,221.0
