time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,surface_pressure,cloud_cover,windspeed_10m,winddirection_10m,shortwave_radiation,direct_radiation,diffuse_radiation,global_tilted_irradiance
2020-11-08 00:00:00,11.2,78,7.5,9.1,0.0,0.0,0.0,1017.5,0,10.1,276,0.0,0.0,0.0,0.0
2020-11-08 01:00:00,10.7,80,7.5,8.6,0.0,0.0,0.0,1017.8,0,10.1,287,0.0,0.0,0.0,0.0
2020-11-08 02:00:00,10.4,83,7.6,8.3,0.0,0.0,0.0,1017.9,0,10.4,284,0.0,0.0,0.0,0.0
2020-11-08 03:00:00,10.1,86,7.9,7.9,0.0,0.0,0.0,1017.7,0,11.3,287,0.0,0.0,0.0,0.0
2020-11-08 04:00:00,9.8,88,7.8,7.9,0.0,0.0,0.0,1017.9,0,9.2,301,0.0,0.0,0.0,0.0
2020-11-08 05:00:00,9.3,88,7.5,7.6,0.0,0.0,0.0,1018.4,0,7.7,311,0.0,0.0,0.0,0.0
2020-11-08 06:00:00,8.8,89,7.1,7.1,0.0,0.0,0.0,1018.7,0,7.2,307,0.0,0.0,0.0,0.0
2020-11-08 07:00:00,8.3,86,6.1,5.9,0.0,0.0,0.0,1019.8,0,9.5,307,4.0,2.0,2.0,4.0
2020-11-08 08:00:00,10.9,76,6.8,9.0,0.0,0.0,0.0,1020.5,0,7.5,325,105.0,71.0,34.0,105.0
2020-11-08 09:00:00,15.0,63,7.9,13.9,0.0,0.0,0.0,1020.7,0,3.9,338,267.0,211.0,56.0,267.0
2020-11-08 10:00:00,18.7,53,8.9,18.0,0.0,0.0,0.0,1020.8,0,2.7,337,408.0,341.0,67.0,408.0
2020-11-08 11:00:00,21.2,45,9.0,20.6,0.0,0.0,0.0,1020.6,0,2.3,342,504.0,433.0,71.0,504.0
2020-11-08 12:00:00,22.7,40,8.3,22.0,0.0,0.0,0.0,1020.1,0,1.8,323,546.0,472.0,74.0,546.0
2020-11-08 13:00:00,23.3,37,8.0,22.5,0.0,0.0,0.0,1019.8,0,1.8,281,529.0,456.0,73.0,529.0
2020-11-08 14:00:00,23.4,38,8.3,22.6,0.0,0.0,0.0,1019.6,0,2.3,252,454.0,385.0,69.0,454.0
2020-11-08 15:00:00,22.7,45,10.0,22.2,0.0,0.0,0.0,1019.6,0,3.8,229,330.0,268.0,62.0,330.0
2020-11-08 16:00:00,19.1,72,13.9,19.7,0.0,0.0,0.0,1019.6,0,5.1,225,173.0,127.0,46.0,173.0
2020-11-08 17:00:00,15.6,80,12.1,15.2,0.0,0.0,0.0,1019.4,0,7.4,231,29.0,17.0,12.0,29.0
2020-11-08 18:00:00,14.9,82,11.9,14.7,0.0,0.0,0.0,1019.6,0,5.6,243,0.0,0.0,0.0,0.0
2020-11-08 19:00:00,14.4,77,10.3,13.3,0.0,0.0,0.0,1019.8,0,8.4,245,0.0,0.0,0.0,0.0
2020-11-08 20:00:00,14.3,76,10.1,13.1,0.0,0.0,0.0,1019.7,0,8.3,268,0.0,0.0,0.0,0.0
2020-11-08 21:00:00,13.2,80,9.9,12.0,0.0,0.0,0.0,1019.6,0,8.5,282,0.0,0.0,0.0,0.0
2020-11-08 22:00:00,12.3,85,9.9,10.8,0.0,0.0,0.0,1019.7,0,9.8,287,0.0,0.0,0.0,0.0
2020-11-08 23:00:00,11.6,89,9.8,10.1,0.0,0.0,0.0,1019.7,0,10.1,297,0.0,0.0,0.0,0.0
2020-11-09 00:00:00,11.2,90,9.5,9.7,0.0,0.0,0.0,1019.6,0,9.3,298,0.0,0.0,0.0,0.0
2020-11-09 01:00:00,10.7,90,9.1,9.4,0.0,0.0,0.0,1019.3,0,7.2,288,0.0,0.0,0.0,0.0
2020-11-09 02:00:00,10.2,90,8.7,8.9,0.0,0.0,0.0,1019.3,5,6.8,295,0.0,0.0,0.0,0.0
2020-11-09 03:00:00,9.6,91,8.2,8.0,0.0,0.0,0.0,1019.2,16,7.7,307,0.0,0.0,0.0,0.0
2020-11-09 04:00:00,9.1,93,8.0,7.6,0.0,0.0,0.0,1019.2,1,7.1,311,0.0,0.0,0.0,0.0
2020-11-09 05:00:00,8.8,94,7.9,7.2,0.0,0.0,0.0,1019.3,0,7.7,319,0.0,0.0,0.0,0.0
2020-11-09 06:00:00,8.4,95,7.6,7.0,0.0,0.0,0.0,1019.4,0,5.6,315,0.0,0.0,0.0,0.0
2020-11-09 07:00:00,8.5,94,7.7,7.2,0.0,0.0,0.0,1019.7,0,4.8,312,3.0,1.0,2.0,3.0
2020-11-09 08:00:00,10.7,89,8.9,9.8,0.0,0.0,0.0,1020.0,0,4.2,290,99.0,66.0,33.0,99.0
2020-11-09 09:00:00,14.0,79,10.5,13.8,0.0,0.0,0.0,1020.1,0,2.5,262,258.0,202.0,56.0,258.0
2020-11-09 10:00:00,18.1,65,11.4,18.1,0.0,0.0,0.0,1019.9,0,3.3,257,396.0,330.0,66.0,396.0
2020-11-09 11:00:00,20.9,58,12.3,21.0,0.0,0.0,0.0,1019.5,0,4.3,246,491.0,419.0,72.0,491.0
2020-11-09 12:00:00,22.2,54,12.5,22.2,0.0,0.0,0.0,1018.7,0,5.7,235,532.0,457.0,75.0,532.0
2020-11-09 13:00:00,22.7,51,12.0,22.5,0.0,0.0,0.0,1017.9,0,5.7,235,515.0,441.0,74.0,515.0
2020-11-09 14:00:00,22.7,51,12.1,22.6,0.0,0.0,0.0,1017.4,0,5.6,230,441.0,371.0,70.0,441.0
2020-11-09 15:00:00,22.1,56,13.0,22.4,0.0,0.0,0.0,1017.2,0,4.7,212,319.0,257.0,62.0,319.0
2020-11-09 16:00:00,20.0,71,14.5,20.8,0.0,0.0,0.0,1017.0,0,4.7,180,165.0,119.0,46.0,165.0
2020-11-09 17:00:00,17.3,82,14.3,17.7,0.0,0.0,0.0,1016.7,4,7.3,191,27.0,15.0,12.0,27.0
