time,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,surface_pressure,cloud_cover,windspeed_10m,winddirection_10m,shortwave_radiation,direct_radiation,diffuse_radiation,global_tilted_irradiance
2020-11-08 00:00:00,10.5,78,6.9,8.2,0.0,0.0,0.0,988.7,0,10.5,174,0.0,0.0,0.0,0.0
2020-11-08 01:00:00,10.3,78,6.6,8.0,0.0,0.0,0.0,988.9,0,10.2,172,0.0,0.0,0.0,0.0
2020-11-08 02:00:00,10.1,78,6.4,7.7,0.0,0.0,0.0,988.9,0,10.1,176,0.0,0.0,0.0,0.0
2020-11-08 03:00:00,10.1,77,6.3,7.6,0.0,0.0,0.0,988.9,0,10.5,176,0.0,0.0,0.0,0.0
2020-11-08 04:00:00,10.2,77,6.3,7.7,0.0,0.0,0.0,989.2,2,10.9,172,0.0,0.0,0.0,0.0
2020-11-08 05:00:00,10.2,77,6.4,7.7,0.0,0.0,0.0,989.4,6,11.4,169,0.0,0.0,0.0,0.0
2020-11-08 06:00:00,10.4,77,6.5,7.9,0.0,0.0,0.0,989.8,11,11.4,167,0.0,0.0,0.0,0.0
2020-11-08 07:00:00,10.7,75,6.4,8.2,0.0,0.0,0.0,990.6,3,11.1,167,0.0,0.0,0.0,0.0
2020-11-08 08:00:00,11.1,75,6.8,8.4,0.0,0.0,0.0,991.3,9,13.0,166,20.0,10.0,10.0,20.0
2020-11-08 09:00:00,14.0,67,8.0,11.4,0.0,0.0,0.0,992.0,12,13.9,163,143.0,95.0,48.0,143.0
2020-11-08 10:00:00,16.9,60,9.1,14.8,0.0,0.0,0.0,992.6,9,13.0,166,282.0,210.0,72.0,282.0
2020-11-08 11:00:00,19.5,53,9.7,17.5,0.0,0.0,0.0,992.9,7,13.3,167,406.0,323.0,83.0,406.0
2020-11-08 12:00:00,21.3,49,10.2,19.4,0.0,0.0,0.0,992.7,14,13.2,169,478.0,391.0,87.0,478.0
2020-11-08 13:00:00,22.3,47,10.6,20.5,0.0,0.0,0.0,992.2,16,13.9,170,487.0,390.0,97.0,487.0
2020-11-08 14:00:00,22.8,47,11.0,21.1,0.0,0.0,0.0,991.7,12,13.8,165,443.0,347.0,96.0,443.0
2020-11-08 15:00:00,22.8,48,11.3,21.2,0.0,0.0,0.0,991.2,0,13.7,157,370.0,284.0,86.0,370.0
2020-11-08 16:00:00,22.1,53,12.2,21.1,0.0,0.0,0.0,990.7,0,11.3,149,261.0,201.0,60.0,261.0
2020-11-08 17:00:00,19.3,65,12.5,18.9,0.0,0.0,0.0,990.5,0,8.2,142,107.0,71.0,36.0,107.0
2020-11-08 18:00:00,17.3,71,12.0,16.4,0.0,0.0,0.0,990.4,0,10.4,136,6.0,2.0,4.0,6.0
2020-11-08 19:00:00,17.3,67,11.2,15.9,0.0,0.0,0.0,990.1,0,12.2,133,0.0,0.0,0.0,0.0
2020-11-08 20:00:00,17.2,67,11.0,15.5,0.0,0.0,0.0,989.9,0,13.7,135,0.0,0.0,0.0,0.0
2020-11-08 21:00:00,16.5,71,11.2,14.9,0.0,0.0,0.0,989.9,0,13.8,141,0.0,0.0,0.0,0.0
2020-11-08 22:00:00,16.0,74,11.3,14.3,0.0,0.0,0.0,990.0,0,15.1,147,0.0,0.0,0.0,0.0
2020-11-08 23:00:00,15.5,76,11.2,13.5,0.0,0.0,0.0,989.8,5,16.1,153,0.0,0.0,0.0,0.0
2020-11-09 00:00:00,14.9,77,10.9,12.9,0.0,0.0,0.0,989.4,28,16.0,157,0.0,0.0,0.0,0.0
2020-11-09 01:00:00,14.2,79,10.6,12.2,0.0,0.0,0.0,989.2,32,15.1,162,0.0,0.0,0.0,0.0
2020-11-09 02:00:00,13.8,80,10.4,11.7,0.0,0.0,0.0,988.9,66,15.3,161,0.0,0.0,0.0,0.0
2020-11-09 03:00:00,13.8,79,10.2,11.6,0.0,0.0,0.0,988.6,39,15.8,163,0.0,0.0,0.0,0.0
2020-11-09 04:00:00,13.0,82,10.0,11.0,0.0,0.0,0.0,988.5,45,14.0,168,0.0,0.0,0.0,0.0
2020-11-09 05:00:00,12.5,84,9.9,10.5,0.0,0.0,0.0,988.7,23,13.4,172,0.0,0.0,0.0,0.0
2020-11-09 06:00:00,12.0,86,9.8,10.0,0.0,0.0,0.0,989.0,0,13.4,175,0.0,0.0,0.0,0.0
2020-11-09 07:00:00,12.2,83,9.4,10.2,0.0,0.0,0.0,989.3,0,12.6,180,0.0,0.0,0.0,0.0
2020-11-09 08:00:00,12.7,82,9.6,10.5,0.0,0.0,0.0,989.6,2,14.5,173,20.0,11.0,9.0,20.0
2020-11-09 09:00:00,15.0,74,10.4,12.8,0.0,0.0,0.0,990.0,5,16.0,172,147.0,101.0,46.0,147.0
2020-11-09 10:00:00,17.4,68,11.3,15.5,0.0,0.0,0.0,990.0,7,15.9,176,292.0,224.0,68.0,292.0
2020-11-09 11:00:00,19.5,64,12.4,18.0,0.0,0.0,0.0,989.7,8,15.5,180,406.0,322.0,84.0,406.0
2020-11-09 12:00:00,21.2,61,13.3,20.1,0.0,0.0,0.0,989.0,5,14.8,180,473.0,383.0,90.0,473.0
2020-11-09 13:00:00,22.3,59,13.9,21.4,0.0,0.0,0.0,987.8,3,15.2,176,506.0,418.0,88.0,506.0
2020-11-09 14:00:00,22.8,59,14.3,22.0,0.0,0.0,0.0,987.1,2,15.2,175,472.0,391.0,81.0,472.0
2020-11-09 15:00:00,22.8,60,14.5,22.1,0.0,0.0,0.0,986.5,1,14.9,173,383.0,309.0,74.0,383.0
2020-11-09 16:00:00,22.2,62,14.6,21.7,0.0,0.0,0.0,986.2,1,13.9,170,254.0,193.0,61.0,254.0
2020-11-09 17:00:00,20.2,71,14.7,20.2,0.0,0.0,0.0,985.6,1,10.5,158,102.0,65.0,37.0,102.0
2020-11-09 18:00:00,18.3,79,14.5,18.0,0.0,0.0,0.0,985.4,8,11.9,155,5.0,2.0,3.0,5.0
2020-11-09 19:00:00,18.2,76,14.0,17.6,0.0,0.0,0.0,985.3,8,13.0,152,0.0,0.0,0.0,0.0
